date,temperature_2m_max,temperature_2m_min,DTR,surface_pressure_mean,delta_P,dew_point_2m_mean,precipitation_sum,windspeed_10m_max,pm2_5,pm10,no2,Kp_daily_max,Kp_daily_mean,pm2_5_roll3d,pm2_5_roll7d,pm2_5_roll14d,pm10_roll3d,pm10_roll7d,pm10_roll14d,no2_roll3d,no2_roll7d,no2_roll14d,Kp_daily_max_roll3d,Kp_daily_max_roll7d,Kp_daily_max_roll14d
2023-05-04,19.8,9.9,9.9,1008.1,0.7000000000000455,9.6,0.4,10.4,9.75,12.6,11.183333333333332,,,12.625000000000009,14.037499999999998,14.658928571428572,15.487500000000013,16.90595238095238,18.386309523809523,12.526388888888869,14.01904761904762,14.460416666666669,,,
2023-05-05,21.4,10.5,10.899999999999999,1007.1,-1.0,8.0,0.0,10.9,13.620833333333332,16.729166666666668,16.466666666666665,,,12.490277777777786,13.546428571428569,14.378869047619048,15.620833333333346,16.40357142857143,17.758333333333333,13.213888888888867,13.314880952380955,14.665476190476193,,,
2023-05-06,22.8,10.4,12.4,1004.3,-2.800000000000068,10.6,0.0,16.7,16.645833333333332,20.099999999999998,21.195833333333333,,,13.338888888888896,13.573809523809526,13.910416666666666,16.476388888888902,16.242857142857144,17.20952380952381,16.281944444444424,14.289285714285715,14.467261904761907,,,
2023-05-07,22.3,12.2,10.100000000000001,1004.3,0.0,10.9,3.6,17.8,11.475,13.395833333333334,12.016666666666666,,,13.913888888888897,12.936309523809525,13.244642857142855,16.741666666666678,15.593452380952382,16.24077380952381,16.559722222222202,14.121428571428575,13.588392857142859,,,
2023-05-08,18.5,8.9,9.6,1009.8,5.5,3.8,0.0,17.8,7.625,9.85,6.758333333333333,,,11.915277777777787,12.463095238095239,12.560119047619049,14.448611111111125,15.219642857142857,15.347916666666665,13.32361111111109,13.430952380952382,13.005952380952381,,,
2023-05-09,17.4,6.3,11.099999999999998,1009.6,-0.1999999999999318,3.2,0.0,18.2,8.254166666666666,10.966666666666667,7.941666666666666,,,9.118055555555562,11.638690476190476,12.641964285714284,11.404166666666681,14.453571428571427,15.538690476190476,8.905555555555535,12.507738095238096,13.020238095238097,,,
2023-05-10,18.2,8.4,9.799999999999999,1004.9,-4.7000000000000455,5.9,0.0,21.2,9.625,11.954166666666666,10.020833333333334,,,8.501388888888895,10.999404761904762,12.688392857142857,10.923611111111123,13.656547619047618,15.532142857142858,8.240277777777758,12.226190476190478,13.226190476190478,,,
2023-05-11,20.3,9.9,10.4,1003.7,-1.1999999999999318,5.0,0.4,23.5,10.495833333333334,13.308333333333332,10.216666666666667,,,9.458333333333341,11.105952380952383,12.57172619047619,12.0763888888889,13.757738095238095,15.331845238095237,9.393055555555536,12.088095238095239,13.053571428571429,,,
2023-05-12,12.5,10.3,2.1999999999999993,1005.3,1.599999999999909,9.2,17.3,19.4,10.308333333333334,12.2125,11.9375,,,10.143055555555563,10.632738095238096,12.089583333333334,12.49166666666668,13.112499999999999,14.758035714285713,10.72499999999998,11.44107142857143,12.377976190476192,,,
2023-05-13,14.1,9.9,4.199999999999999,1008.4,3.1000000000000227,8.8,2.9,16.9,9.35,10.85,8.433333333333334,,,10.051388888888896,9.59047619047619,11.582142857142857,12.123611111111122,11.791071428571428,14.016964285714286,10.195833333333313,9.617857142857146,11.953571428571427,,,
2023-05-14,13.6,9.7,3.9000000000000004,1003.8,-4.600000000000023,10.0,17.5,16.4,10.3375,12.129166666666668,9.208333333333334,,,9.998611111111119,9.42797619047619,11.182142857142859,11.730555555555569,11.610119047619047,13.601785714285715,9.859722222222203,9.216666666666669,11.66904761904762,,,
2023-05-15,17.6,11.4,6.200000000000001,996.8,-7.0,11.7,7.9,12.6,9.5625,10.608333333333333,13.262500000000001,,,9.750000000000007,9.704761904761906,11.083928571428572,11.195833333333347,11.71845238095238,13.469047619047618,10.30138888888887,10.145833333333334,11.788392857142858,,,
2023-05-16,18.5,11.3,7.199999999999999,996.8,0.0,12.7,21.3,22.2,10.666666666666666,13.9125,13.7875,,,10.188888888888895,10.049404761904762,10.844047619047618,12.216666666666681,12.139285714285716,13.296428571428573,12.086111111111093,10.980952380952385,11.744345238095239,,,
2023-05-17,18.9,12.4,6.499999999999998,997.8,1.0,13.4,15.8,19.8,11.275,16.829166666666666,12.820833333333333,,,10.501388888888895,10.285119047619048,10.642261904761906,13.783333333333346,12.835714285714285,13.246130952380952,13.290277777777758,11.380952380952381,11.803571428571429,,,
2023-05-18,14.1,11.6,2.5,1006.1,8.300000000000068,10.8,8.1,16.0,6.670833333333333,9.358333333333333,11.674999999999999,,,9.537500000000007,9.738690476190476,10.422321428571427,13.36666666666668,12.27142857142857,13.014583333333333,12.761111111111092,11.589285714285719,11.838690476190477,,,
2023-05-19,21.4,11.1,10.299999999999999,1009.3,3.199999999999932,12.0,0.1,14.5,11.416666666666666,13.9375,11.870833333333332,,,9.787500000000007,9.89702380952381,10.264880952380953,13.375000000000012,12.51785714285714,12.815178571428572,12.1222222222222,11.579761904761908,11.510416666666668,,,
2023-05-20,24.6,12.8,11.8,1006.9,-2.3999999999999773,13.0,0.2,18.4,15.245833333333332,19.712500000000002,9.820833333333333,,,11.111111111111116,10.739285714285714,10.164880952380953,14.336111111111125,13.783928571428572,12.7875,11.1222222222222,11.777976190476194,10.697916666666668,,,
2023-05-21,25.5,14.1,11.4,1003.8,-3.1000000000000227,13.2,0.0,16.5,14.229166666666666,19.691666666666666,8.012500000000001,,,13.63055555555556,11.295238095238094,10.361607142857142,17.78055555555557,14.864285714285714,13.23720238095238,9.901388888888869,11.607142857142858,10.411904761904763,,,
2023-05-22,24.4,13.4,10.999999999999998,1002.2,-1.599999999999909,13.3,0.3,13.7,12.0625,17.416666666666668,13.725,,,13.84583333333334,11.652380952380952,10.678571428571429,18.94027777777779,15.836904761904762,13.77767857142857,10.519444444444424,11.67321428571429,10.90952380952381,,,
2023-05-23,25.7,14.5,11.2,999.7,-2.5,14.3,0.6,15.5,16.208333333333332,21.308333333333334,15.945833333333333,,,14.166666666666673,12.44404761904762,11.24672619047619,19.47222222222224,16.89345238095238,14.516369047619047,12.56111111111109,11.98154761904762,11.481250000000001,,,
2023-05-24,23.2,15.1,8.1,1001.5,1.7999999999999545,14.2,0.3,18.9,14.179166666666667,17.358333333333334,8.508333333333333,,,14.150000000000006,12.858928571428569,11.57202380952381,18.69444444444446,16.969047619047622,14.902380952380952,12.726388888888868,11.365476190476192,11.373214285714287,,,
2023-05-25,24.1,14.7,9.400000000000002,1005.7,4.2000000000000455,14.1,0.4,16.0,14.608333333333334,17.495833333333334,10.5,,,14.998611111111117,13.992857142857142,11.86577380952381,18.72083333333335,18.13154761904762,15.201488095238094,11.651388888888867,11.197619047619051,11.393452380952382,,,
2023-05-26,25.2,15.1,10.1,1005.8,0.09999999999990905,14.0,0.6,13.9,16.2625,21.491666666666664,10.070833333333335,,,15.016666666666675,14.685119047619049,12.291071428571428,18.78194444444446,19.210714285714285,15.864285714285714,9.693055555555535,10.940476190476192,11.260119047619048,,,
2023-05-27,23.6,15.4,8.200000000000001,1006.6,0.8000000000000682,11.8,1.6,13.8,13.666666666666666,20.216666666666665,8.2875,,,14.84583333333334,14.45952380952381,12.599404761904761,19.734722222222235,19.282738095238095,16.533333333333335,9.619444444444426,10.721428571428573,11.249702380952382,,,
2023-05-28,24.2,12.6,11.6,1004.2,-2.3999999999999773,8.5,0.0,14.0,10.266666666666667,15.770833333333334,6.945833333333333,,,13.398611111111117,13.89345238095238,12.594345238095238,19.159722222222236,18.722619047619048,16.79345238095238,8.434722222222204,10.569047619047621,11.088095238095237,,,
